query_id,query_text
860271719_caption_00,Farmers are performing their agriculture during the day.
860271719_caption_01,People and goats are walking around a muddy field.
860271719_caption_02,Field workers are working in a rice paddy.
860271719_caption_03,Two men are out with goats on a farm.
860271719_caption_04,Five workers on a muddy field.
86131989_caption_00,"Group of Police officers in uniform standing in a parking lot, smiling and talking."
86131989_caption_01,A group of police officers are congregating near their mobile command post.
86131989_caption_02,Mass of police gathered in one area next to a bus labeled command post.
86131989_caption_03,A bunch of police officers are standing outside a bus.
86131989_caption_04,Large group of police officers talking.
861795382_caption_00,A boy in a blue t-shirt is taking an orange bicycle over a jump in the street.
861795382_caption_01,A boy in a blue shirt and shorts jumping a bike with a ramp.
861795382_caption_02,Young boy on bicycle jumping off a ramp.
861795382_caption_03,Kid in blue shirt doing tricks on a bike
861795382_caption_04,A little boy in blue doing bike jumps.
86341446_caption_00,Many people are standing or riding a bicycle as Christmas trees and some Nescafe carts are sitting on a street.
86341446_caption_01,Street vendors with Nescafe carts talking to each other on a city corner with christmas trees.
86341446_caption_02,Two African men converse while selling hot chocolate and Christmas trees on a city street.
86341446_caption_03,Two men are selling small Christmas trees on the messy street.
86341446_caption_04,Coffee Vendors on street corner in the city.
864290968_caption_00,The man with the beard is sitting in a bus staring forward.
864290968_caption_01,An elder man with a long gray beard riding on the bus.
864290968_caption_02,A man with a gray beard is sitting by a window.
864290968_caption_03,A bearded man sits at a bus window.
864290968_caption_04,Bearded man rides a bus
897406883_caption_00,A toddler in a red jacket and jeans pulling another toddler wearing a green hat and jacket and red paints in a red wagon.
897406883_caption_01,A young boy pulls another boy wearing a silly hat in a radio flyer wagon.
897406883_caption_02,A toddler in dirty jeans attempts to pull a younger child in a wagon.
897406883_caption_03,"One child pulls another, sitting in a red wagon, along the sand."
897406883_caption_04,A child pulls another in a small wagon.
900557881_caption_00,A man in a collared shirt and slacks grills on his outdoor barbecue next to a house.
900557881_caption_01,A man in khaki pants and a white dress shirt grilling meat and corn on the cob.
900557881_caption_02,A bald man in a white shirt is grilling outside during the day in the sunlight.
900557881_caption_03,Bald man with white shirt barbecuing corn on the cob.
900557881_caption_04,A man is preparing food on a grill outside a home.
917574521_caption_00,"Two little girls stand against a wall, one girl has a happy face and the other girl has a sad face."
917574521_caption_01,Two girls are dressed the same and one of them is playing with a toy lawn mower.
917574521_caption_02,Two children wearing bright pink clothes are playing with a toy lawn mower.
917574521_caption_03,One young girl pushing a toy while her twin sister looks on.
917574521_caption_04,Two twin girls playing with a toy in the driveway
918545497_caption_00,A young man in a gray t-shirt and dark pants is mowing a lawn outside a white clapboard building.
918545497_caption_01,A young boy in a blue t-shirt clips the grass outside of a building with a large lawn mower.
918545497_caption_02,A young man is pushing a lawn mower to mow the grass.
918545497_caption_03,A male is mowing the grass with a lawn mower.
918545497_caption_04,A young adult mowing a lawn.
9324151_caption_00,A man in a black hoodie and blue jeans kneels in the middle of a road.
9324151_caption_01,A person in a black jacket in the middle of the road.
9324151_caption_02,A person squatting in the middle of the road.
9324151_caption_03,A man is hunched down in the middle of a road
9324151_caption_04,Man kneeling in the middle of the road.
934028208_caption_00,"A young adult male, wearing shorts, a black shirt and a work apron, makes adjustments to a bicycle."
934028208_caption_01,A man has one hand on a bike seat while he adjusts the seat height.
934028208_caption_02,A young man is kneeling on the floor fixing his speed bike.
934028208_caption_03,A man in athletic wear inspects a black and red bicycle.
934028208_caption_04,This guy is trying to work on his bike.
94024624_caption_00,An oriental woman wearing a hat riding down the street on a bicycle.
94024624_caption_01,An asian woman wearing a traditional hat is riding the bicycle.
94024624_caption_02,Asian woman wearing a sunhat while riding a bike.
94024624_caption_03,A woman wearing a hat is riding a bike.
94024624_caption_04,A Asian woman riding a bike.
94183012_caption_00,A machine lifting dirt in front of an apartment building.
94183012_caption_01,A bulldozer is scooping up soil in a building foundation.
94183012_caption_02,A man uses construction vehicles to dig in the city.
94183012_caption_03,A yellow construction machine is digging.
94183012_caption_04,A backhoe digs out dirt at dusk.
944860697_caption_00,"A person is all black is standing inside a truck with the words ""Del Re's Grinding"" on it and pictures of scissors."
944860697_caption_01,A man with glasses on and a bandanna covering his mouth is looking out through a window.
944860697_caption_02,A man with a cap is standing inside a red truck with the window open.
944860697_caption_03,A man with a black shirt operating a red vehicle.
944860697_caption_04,A man in a mask in the back of a service vehicle.
95728660_caption_00,A young man bicycles towards the camera and away from beautiful mountains on a clear day.
95728660_caption_01,A guy is riding a bike up the side of a hill.
95728660_caption_02,Man riding a bicycle down a narrow path.
95728660_caption_03,Man on bike in mountains
95728660_caption_04,Man riding bike on trail
95734035_caption_00,There are two men riding bicycles outside in the snow covered countryside.
95734035_caption_01,Two men on bicycles on the side of a snowpacked road in the country
95734035_caption_02,Two men taking a break from riding their bikes on a snowy road.
95734035_caption_03,The two men and their bikes are on the side of a snowy road.
95734035_caption_04,Two men stop on a snow-covered hill with their bicycles.
964287333_caption_00,"Woman driving in a red convertible with another girl in the passenger seat and a guy in a suit in the backseat, driving past a group of people."
964287333_caption_01,Two women and a man are in a sporty red convertible in front of a large group of people on the sidewalk.
964287333_caption_02,What a pretty red convertible was in the parade that night.
964287333_caption_03,Three people are driving in a red convertible car.
964287333_caption_04,Three people are riding in a red convertible.
97131520_caption_00,"While traveling on an religiously and ornately decorated bus, a man in a tan dress shirt looks at the photographer while the other passengers keep their eyes on the road."
97131520_caption_01,"Three people sitting in what looks like an rv, one guy is looking at us, the other two are facing forward, there's a picture of Jesus hanging up."
97131520_caption_02,Two men and a woman sit near the front of a bus with religious artifacts around.
97131520_caption_03,People sitting inside a bus waiting to reach their destination.
97131520_caption_04,Three people are sitting in a richly decorated automobile.
